IMS_ID,NPI_ID
IMS_68503530,NPI_66162903
IMS_34209355,NPI_40938814
IMS_37512154,NPI_43238583
IMS_45696415,NPI_66972575
IMS_44011758,NPI_86839542
IMS_39194605,NPI_94309129
IMS_49450013,NPI_67290379
IMS_63729833,NPI_35738789
IMS_62601696,NPI_96546986
IMS_44872050,NPI_71772538
IMS_54819111,NPI_54475004
IMS_13694136,NPI_41582962
IMS_45718746,NPI_42182090
IMS_42325132,NPI_95850461
IMS_79710016,NPI_58014365
IMS_33627447,NPI_41449854
IMS_17042415,NPI_75478651
IMS_98850376,NPI_50900622
IMS_65830916,NPI_84496968
IMS_22461588,NPI_97956299
IMS_57300271,NPI_35323333
IMS_26065436,NPI_83080448
IMS_32751135,NPI_74523849
IMS_92737000,NPI_84561294
IMS_73402031,NPI_53822093
IMS_59695295,NPI_88242977
IMS_38705148,NPI_63222629
IMS_98779410,NPI_40788826
IMS_79549640,NPI_90381074
IMS_42018439,NPI_79420260
IMS_64192953,NPI_30211473
IMS_12884510,NPI_68666340
IMS_72596176,NPI_86846094
IMS_55271602,NPI_31257417
IMS_15243159,NPI_90483631
IMS_45534479,NPI_68581507
IMS_76962907,NPI_56549343
IMS_90077263,NPI_90115895
IMS_16629762,NPI_95659607
IMS_19967444,NPI_46853099
IMS_57717669,NPI_93454009
IMS_15572672,NPI_48891282
IMS_98051192,NPI_57527891
IMS_44659513,NPI_68452976
IMS_88052583,NPI_82268578
IMS_71449697,NPI_31218788
IMS_87218722,NPI_33355583
IMS_93009104,NPI_83827344
IMS_48732710,NPI_44865342
IMS_81647096,NPI_62604654
IMS_63373610,NPI_49193893
IMS_58823902,NPI_62243275
IMS_53559559,NPI_93562984
IMS_31117805,NPI_53216120
IMS_26931204,NPI_85027551
IMS_34645332,NPI_71513021
IMS_55620815,NPI_69835153
IMS_76206171,NPI_82149347
IMS_63649469,NPI_81607441
IMS_92910400,NPI_82227393
IMS_64843831,NPI_93631805
IMS_43137418,NPI_45580496
IMS_76987739,NPI_48755749
IMS_23101626,NPI_34322367
IMS_81216829,NPI_98462787
IMS_38375404,NPI_37822054
IMS_33705885,NPI_32740337
IMS_20337846,NPI_98274517
IMS_42970835,NPI_87457110
IMS_20837775,NPI_82005306
IMS_12542362,NPI_81293189
IMS_92609655,NPI_59712371
IMS_47565451,NPI_32724927
IMS_74763485,NPI_45217882
IMS_39415626,NPI_39987517
IMS_54960384,NPI_59984352
IMS_64579442,NPI_81115527
IMS_16099075,NPI_65858826
IMS_89930077,NPI_71580632
IMS_46658082,NPI_99673366
IMS_73909653,NPI_51847811
IMS_56191572,NPI_94116924
IMS_56041983,NPI_79218446
IMS_19754780,NPI_76662428
IMS_78332696,NPI_77005081
IMS_48636777,NPI_84725154
IMS_92100362,NPI_67366101
IMS_31241936,NPI_39922132
IMS_60253898,NPI_86662379
IMS_51460143,NPI_61168104
IMS_41329210,NPI_81945509
IMS_64145382,NPI_30055133
IMS_68299140,NPI_69036845
IMS_15312409,NPI_34555965
IMS_10612720,NPI_80020740
IMS_46162903,NPI_94458141
IMS_20938814,NPI_85271997
IMS_81852854,NPI_64147864
IMS_23238583,NPI_88822484
IMS_46972575,NPI_48526865
IMS_94278741,NPI_96356554
IMS_66839542,NPI_78207400
IMS_74309129,NPI_69170168
IMS_81538459,NPI_31519322
IMS_47290379,NPI_40277787
IMS_93955170,NPI_82542789
IMS_84216257,NPI_46481438
IMS_15738789,NPI_83549336
IMS_76546986,NPI_58154451
IMS_94516552,NPI_51651147
IMS_51772538,NPI_66243626
IMS_34475004,NPI_36665112
IMS_21582962,NPI_35321726
IMS_22182090,NPI_42435192
IMS_75850461,NPI_90453122
IMS_92347788,NPI_76267256
IMS_97697097,NPI_33442661
IMS_94738570,NPI_76727914
IMS_38014365,NPI_57074522
IMS_81089842,NPI_74555219
IMS_21449854,NPI_62994127
IMS_55478651,NPI_69626489
IMS_92159104,NPI_99537228
IMS_30900622,NPI_68500271
IMS_64496968,NPI_72324094
IMS_77956299,NPI_73049464
IMS_15323333,NPI_72026738
IMS_63080448,NPI_65635381
IMS_54523849,NPI_43722446
IMS_64561294,NPI_51040474
IMS_33822093,NPI_71684172
IMS_85521143,NPI_89311361
IMS_68242977,NPI_98121386
IMS_43222629,NPI_61310556
IMS_90926343,NPI_61391177
IMS_20788826,NPI_62465031
IMS_70381074,NPI_75281211
IMS_59420260,NPI_49663954
IMS_10211473,NPI_83217844
IMS_48666340,NPI_93187843
IMS_66846094,NPI_92832883
IMS_11257417,NPI_49013664
IMS_70483631,NPI_84085276
IMS_90535025,NPI_77333507
IMS_48581507,NPI_53133588
IMS_36549343,NPI_62604240
IMS_70115895,NPI_60832443
IMS_75659607,NPI_68125758
IMS_95380794,NPI_68157819
IMS_80955858,NPI_95045793
IMS_26853099,NPI_70226463
IMS_73454009,NPI_67634411
IMS_28891282,NPI_75446034
IMS_37527891,NPI_34111193
IMS_96179804,NPI_81191182
IMS_48452976,NPI_81766906
IMS_62268578,NPI_87172048
IMS_11218788,NPI_94687828
IMS_13355583,NPI_68020617
IMS_63827344,NPI_99213254
IMS_24865342,NPI_84748731
IMS_95812343,NPI_33738057
IMS_87470495,NPI_84317835
IMS_42604654,NPI_48971623
IMS_29193893,NPI_74050058
IMS_42243275,NPI_67151420
IMS_73562984,NPI_76899157
IMS_33216120,NPI_80330173
IMS_65027551,NPI_87147824
IMS_51513021,NPI_45966060
IMS_49835153,NPI_54523355
IMS_80386308,NPI_46780923
IMS_62149347,NPI_45988167
IMS_61607441,NPI_40988219
IMS_62227393,NPI_92659776
IMS_87216537,NPI_50919952
IMS_73631805,NPI_56888374
IMS_25580496,NPI_53027114
IMS_84914211,NPI_38277198
IMS_86588868,NPI_94831726
IMS_28755749,NPI_91014017
IMS_14322367,NPI_70982208
IMS_78462787,NPI_39615503
IMS_17822054,NPI_83146399
IMS_12740337,NPI_43367484
IMS_78274517,NPI_74960790
IMS_67457110,NPI_96281322
IMS_62005306,NPI_89336177
IMS_61293189,NPI_91533870
IMS_39712371,NPI_69173109
IMS_12724927,NPI_36091289
IMS_25217882,NPI_49918297
IMS_19987517,NPI_39336477
IMS_39984352,NPI_33323378
IMS_99938141,NPI_90924556
IMS_61115527,NPI_41260979
IMS_45858826,NPI_72589986
IMS_51580632,NPI_32161800
IMS_79673366,NPI_34691318
IMS_31847811,NPI_44114549
IMS_92634683,NPI_43157617
IMS_74116924,NPI_42316835
IMS_92336608,NPI_76621315
IMS_84254709,NPI_88672201
IMS_59218446,NPI_43709925
IMS_99437230,NPI_69162158
IMS_56662428,NPI_30508900
IMS_57005081,NPI_75605413
IMS_64725154,NPI_32990717
IMS_47366101,NPI_91262691
IMS_19922132,NPI_54375387
IMS_66662379,NPI_36732422
IMS_41168104,NPI_86239650
IMS_61945509,NPI_38187404
IMS_10055133,NPI_75377143
IMS_49036845,NPI_64814580
IMS_82873705,NPI_97083945
IMS_14555965,NPI_42407840
IMS_95405268,NPI_36956098
IMS_60020740,NPI_91169995
IMS_98340801,NPI_94146252
IMS_74458141,NPI_63704545
IMS_65271997,NPI_61243495
IMS_44147864,NPI_82409031
IMS_68822484,NPI_35221025
IMS_28526865,NPI_83282110
IMS_76356554,NPI_31378563
IMS_93655675,NPI_43662951
IMS_89790509,NPI_67504575
IMS_58207400,NPI_54845574
IMS_49170168,NPI_82164478
IMS_11519322,NPI_30040530
IMS_20277787,NPI_54937665
IMS_62542789,NPI_85786764
IMS_26481438,NPI_51680246
IMS_80046228,NPI_58405346
IMS_63549336,NPI_71709739
IMS_38154451,NPI_59430365
IMS_98825392,NPI_39589349
IMS_31651147,NPI_48978863
IMS_46243626,NPI_98300904
IMS_16665112,NPI_37911224
IMS_15321726,NPI_74748336
IMS_22435192,NPI_43466690
IMS_80821962,NPI_68686331
IMS_70453122,NPI_55724178
IMS_56267256,NPI_43197599
IMS_13442661,NPI_83728954
IMS_56727914,NPI_74430466
IMS_89236192,NPI_37025470
IMS_37074522,NPI_76187465
IMS_97938101,NPI_83863396
IMS_54555219,NPI_34808415
IMS_42994127,NPI_97477946
IMS_87075857,NPI_72301711
IMS_49626489,NPI_59851910
IMS_79537228,NPI_75645644
IMS_93474249,NPI_70545267
IMS_48500271,NPI_53016207
IMS_52324094,NPI_38395292
IMS_96548190,NPI_92411394
IMS_53049464,NPI_80545269
IMS_52026738,NPI_45574364
IMS_45635381,NPI_30752068
IMS_23722446,NPI_34574268
IMS_31040474,NPI_74198387
IMS_99550255,NPI_65916229
IMS_51684172,NPI_99687121
IMS_69311361,NPI_98304045
IMS_78121386,NPI_52186261
IMS_95188689,NPI_91312886
IMS_41310556,NPI_36391343
IMS_41391177,NPI_52607979
IMS_42465031,NPI_42678222
IMS_55281211,NPI_32256911
IMS_29663954,NPI_79311305
IMS_63217844,NPI_33289302
IMS_73187843,NPI_70323569
IMS_72832883,NPI_95974621
IMS_29013664,NPI_55351654
IMS_64085276,NPI_38099030
IMS_57333507,NPI_78424931
IMS_98508203,NPI_59879741
IMS_33133588,NPI_58705521
IMS_94966551,NPI_90369448
IMS_42604240,NPI_44635085
IMS_93233600,NPI_45424317
IMS_40832443,NPI_91767018
IMS_48125758,NPI_34898692
IMS_48157819,NPI_95570469
IMS_75045793,NPI_51165509
IMS_50226463,NPI_87668668
IMS_85350728,NPI_92074693
IMS_95298588,NPI_89607629
IMS_89199947,NPI_87027150
IMS_47634411,NPI_95219850
IMS_87625145,NPI_64182152
IMS_55446034,NPI_96523974
IMS_14111193,NPI_38868590
IMS_61191182,NPI_63696830
IMS_93591350,NPI_79785315
IMS_61766906,NPI_81839818
IMS_85250137,NPI_55442451
IMS_67172048,NPI_43885304
IMS_74687828,NPI_58240602
IMS_48020617,NPI_39659310
IMS_79213254,NPI_99856575
IMS_64748731,NPI_34046917
IMS_13738057,NPI_74258196
IMS_80476338,NPI_55594766
IMS_64317835,NPI_36399172
IMS_28971623,NPI_83590860
IMS_54050058,NPI_96269716
IMS_89746668,NPI_99410521
IMS_47151420,NPI_35269682
IMS_56899157,NPI_64781830
IMS_60330173,NPI_77332199
IMS_67147824,NPI_79042149
IMS_25966060,NPI_40720315
IMS_87846077,NPI_40706341
IMS_34523355,NPI_34948539
IMS_26780923,NPI_72228138
IMS_25988167,NPI_53447352
IMS_20988219,NPI_94647759
IMS_72659776,NPI_32049048
IMS_30919952,NPI_95310185
IMS_36888374,NPI_67329045
IMS_33027114,NPI_42962679
IMS_18277198,NPI_89661856
IMS_84999774,NPI_32515508
IMS_83911741,NPI_80740318
IMS_74831726,NPI_56468945
IMS_71014017,NPI_38567943
IMS_95725305,NPI_67852656
IMS_89497964,NPI_50197313
IMS_50982208,NPI_44322245
IMS_19615503,NPI_90218543
IMS_63146399,NPI_62915712
IMS_23367484,NPI_30271789
IMS_54960790,NPI_42666572
IMS_76281322,NPI_72364830
IMS_96455106,NPI_31910866
IMS_69336177,NPI_88679217
IMS_71533870,NPI_54823464
IMS_87609213,NPI_69794681
IMS_49173109,NPI_61518149
IMS_83695809,NPI_35122803
IMS_86302327,NPI_66018364
IMS_16091289,NPI_82401251
IMS_86473292,NPI_72267120
IMS_29918297,NPI_32726136
IMS_19336477,NPI_54141015
IMS_13323378,NPI_69502512
IMS_70924556,NPI_77180813
IMS_86646718,NPI_69152157
IMS_21260979,NPI_65230943
IMS_52589986,NPI_95404855
IMS_12161800,NPI_83769185
IMS_87065776,NPI_78932478
IMS_14691318,NPI_47800355
IMS_83129535,NPI_98369019
IMS_84370305,NPI_40823135
IMS_24114549,NPI_63293892
IMS_80389627,NPI_73324261
IMS_23157617,NPI_86993208
IMS_22316835,NPI_95435788
IMS_56621315,NPI_43514897
IMS_68672201,NPI_31312349
IMS_83804326,NPI_53824193
IMS_23709925,NPI_49052333
IMS_49162158,NPI_53747893
IMS_10508900,NPI_38409662
IMS_92084292,NPI_35181264
IMS_55605413,NPI_61770032
IMS_12990717,NPI_43943803
IMS_71262691,NPI_82727510
IMS_34375387,NPI_99214949
IMS_16732422,NPI_94005251
IMS_66239650,NPI_67936943
IMS_18187404,NPI_96864568
IMS_96333142,NPI_47053992
IMS_97130679,NPI_81151805
IMS_82528610,NPI_83155292
IMS_94752901,NPI_42782797
IMS_83549494,NPI_33259844
IMS_55377143,NPI_57800640
IMS_44814580,NPI_70046437
IMS_77083945,NPI_85215991
IMS_22407840,NPI_52413558
IMS_16956098,NPI_39633355
IMS_71169995,NPI_78607271
IMS_74146252,NPI_81420386
IMS_92164919,NPI_55329807
IMS_99591426,NPI_62200956
IMS_43704545,NPI_74181573
IMS_41243495,NPI_51862543
IMS_62409031,NPI_55499615
IMS_15221025,NPI_73563434
IMS_84272705,NPI_70447528
IMS_63282110,NPI_52888395
IMS_85943552,NPI_72884319
IMS_11378563,NPI_86579991
IMS_23662951,NPI_90917891
IMS_47504575,NPI_46595986
IMS_34845574,NPI_90325051
IMS_62164478,NPI_95131054
IMS_10040530,NPI_84342274
IMS_34937665,NPI_85688693
IMS_65786764,NPI_52290918
IMS_31680246,NPI_56097527
IMS_99157146,NPI_93539994
IMS_86520562,NPI_38734133
IMS_38405346,NPI_76403176
IMS_51709739,NPI_57466825
IMS_39430365,NPI_86471441
IMS_19589349,NPI_95148948
IMS_28978863,NPI_96703776
IMS_94550414,NPI_47416201
IMS_78300904,NPI_36890433
IMS_17911224,NPI_65053973
IMS_83847404,NPI_99320680
IMS_54748336,NPI_30844683
IMS_23466690,NPI_54191248
IMS_89096750,NPI_97594163
IMS_88386100,NPI_98945549
IMS_48686331,NPI_40564870
IMS_93042801,NPI_47164968
IMS_96517587,NPI_31401055
IMS_35724178,NPI_89686258
IMS_23197599,NPI_67985498
IMS_63728954,NPI_89571168
IMS_88234423,NPI_89024147
IMS_54430466,NPI_72849646
IMS_17025470,NPI_59611012
IMS_56187465,NPI_66029701
IMS_63863396,NPI_70756119
IMS_14808415,NPI_64830355
IMS_77477946,NPI_49830013
IMS_89842354,NPI_42039537
IMS_52301711,NPI_61825745
IMS_39851910,NPI_43982732
IMS_55645644,NPI_80638341
IMS_50545267,NPI_49162342
IMS_84943680,NPI_45414461
IMS_33016207,NPI_47831764
IMS_18395292,NPI_92386353
IMS_83877785,NPI_53791470
IMS_96696741,NPI_69222031
IMS_72411394,NPI_45011506
IMS_60545269,NPI_66405012
IMS_25574364,NPI_68263721
IMS_10752068,NPI_36858911
IMS_14574268,NPI_53985706
IMS_54198387,NPI_40132042
IMS_99312509,NPI_59585867
IMS_81087218,NPI_85102858
IMS_45916229,NPI_77695104
IMS_84927106,NPI_42007744
IMS_96991647,NPI_66640180
IMS_79687121,NPI_61920471
IMS_96369814,NPI_82755098
IMS_78304045,NPI_91554837
IMS_83684595,NPI_97548889
IMS_32186261,NPI_96464722
IMS_71312886,NPI_44570474
IMS_16391343,NPI_31557882
IMS_32607979,NPI_52776455
IMS_22678222,NPI_30610925
IMS_86642356,NPI_63651723
IMS_12256911,NPI_62749468
IMS_59311305,NPI_63494135
IMS_85293508,NPI_32628715
IMS_13289302,NPI_78073877
IMS_50323569,NPI_55920824
IMS_80870494,NPI_73911192
IMS_75974621,NPI_46723341
IMS_35351654,NPI_37168967
IMS_94608678,NPI_66781615
IMS_18099030,NPI_54744759
IMS_58424931,NPI_91254379
IMS_39879741,NPI_92961277
IMS_38705521,NPI_62451697
IMS_70369448,NPI_71648217
IMS_24635085,NPI_54878385
IMS_25424317,NPI_44657921
IMS_71767018,NPI_57622382
IMS_94026224,NPI_40353931
IMS_14898692,NPI_55696062
IMS_75570469,NPI_59184718
IMS_31165509,NPI_70869928
IMS_67668668,NPI_52837368
IMS_72074693,NPI_62998317
IMS_69607629,NPI_89954542
IMS_67027150,NPI_52219240
IMS_75219850,NPI_34677379
IMS_89062637,NPI_41542323
IMS_44182152,NPI_42862387
IMS_76523974,NPI_58678470
IMS_18868590,NPI_93651434
IMS_43696830,NPI_84952615
IMS_59785315,NPI_37343788
IMS_61839818,NPI_69492614
IMS_35442451,NPI_55209401
IMS_23885304,NPI_44313095
IMS_82522076,NPI_60393109
IMS_38240602,NPI_36909621
IMS_19659310,NPI_94408625
IMS_79856575,NPI_36237410
IMS_14046917,NPI_35353475
IMS_54258196,NPI_88786946
IMS_35594766,NPI_93652869
IMS_16399172,NPI_58809789
IMS_91130047,NPI_93227660
IMS_63590860,NPI_36743175
IMS_76269716,NPI_48743989
IMS_94004664,NPI_51729897
